BBL,Borough,Block,Lot,Name of Plan,Date Adopted,Status,Expiration,Last Updated,Disposition,Filterable Disposition,Source,Justification for Inclusion
1003460040,1,346,40,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460041,1,346,41,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460042,1,346,42,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460043,1,346,43,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460044,1,346,44,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460048,1,346,48,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460049,1,346,49,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460051,1,346,51,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460053,1,346,53,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460054,1,346,54,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460057,1,346,57,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460058,1,346,58,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460059,1,346,59,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460060,1,346,60,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460061,1,346,61,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460063,1,346,63,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460065,1,346,65,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460066,1,346,66,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460068,1,346,68,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460001,1,346,1,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460003,1,346,3,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460007,1,346,7,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460008,1,346,8,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460009,1,346,9,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460010,1,346,10,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460013,1,346,13,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460015,1,346,15,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460017,1,346,17,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460019,1,346,19,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460020,1,346,20,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460022,1,346,22,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460024,1,346,24,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460027,1,346,27,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460029,1,346,29,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460031,1,346,31,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460032,1,346,32,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460033,1,346,33,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460034,1,346,34,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003460095,1,346,95,Seward Park Extension,1965,Expired,2005,1983,Residential,,Manual,Inclusion based on Atlas
1003470037,1,347,37,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003470042,1,347,42,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470065,1,347,65,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003470066,1,347,66,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003470067,1,347,67,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003470069,1,347,69,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470071,1,347,71,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470080,1,347,80,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470001,1,347,1,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470002,1,347,2,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470003,1,347,3,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470004,1,347,4,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470005,1,347,5,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470021,1,347,21,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470025,1,347,25,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470027,1,347,27,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470028,1,347,28,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470029,1,347,29,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470030,1,347,30,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470032,1,347,32,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470033,1,347,33,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470034,1,347,34,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003470036,1,347,36,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003510035,1,351,35,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510036,1,351,36,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510040,1,351,40,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510041,1,351,41,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510042,1,351,42,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510043,1,351,43,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510044,1,351,44,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510047,1,351,47,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510048,1,351,48,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510050,1,351,50,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510051,1,351,51,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510054,1,351,54,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510055,1,351,55,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510058,1,351,58,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510059,1,351,59,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510060,1,351,60,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510063,1,351,63,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510031,1,351,31,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510001,1,351,1,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510010,1,351,10,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510011,1,351,11,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510012,1,351,12,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510013,1,351,13,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510014,1,351,14,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510015,1,351,15,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510016,1,351,16,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510017,1,351,17,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510018,1,351,18,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510019,1,351,19,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510020,1,351,20,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510021,1,351,21,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510022,1,351,22,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510024,1,351,24,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510025,1,351,25,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510026,1,351,26,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510027,1,351,27,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003510028,1,351,28,Seward Park Extension,1965,Expired,2005,1983,Residential,,HPD,
1003520037,1,352,37,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520038,1,352,38,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520039,1,352,39,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520041,1,352,41,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520042,1,352,42,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520057,1,352,57,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520058,1,352,58,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520059,1,352,59,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520060,1,352,60,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520061,1,352,61,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520063,1,352,63,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520064,1,352,64,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520065,1,352,65,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520067,1,352,67,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520068,1,352,68,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520069,1,352,69,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520070,1,352,70,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520021,1,352,21,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520022,1,352,22,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520023,1,352,23,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520024,1,352,24,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520025,1,352,25,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520026,1,352,26,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520027,1,352,27,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520028,1,352,28,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520030,1,352,30,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1003520032,1,352,32,Seward Park Extension,1965,Expired,2005,1983,Commercial,,HPD,
1019370001,1,1937,1,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019580001,1,1958,1,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019580062,1,1958,62,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019590001,1,1959,1,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019590005,1,1959,5,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,Manual,Inclusion based on Atlas
1020430029,1,2043,29,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1020260001,1,2026,1,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019550026,1,1955,26,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601001,1,1960,1001,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601002,1,1960,1002,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601003,1,1960,1003,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601004,1,1960,1004,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601005,1,1960,1005,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601006,1,1960,1006,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601007,1,1960,1007,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601008,1,1960,1008,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601009,1,1960,1009,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601010,1,1960,1010,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601011,1,1960,1011,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601012,1,1960,1012,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601013,1,1960,1013,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601014,1,1960,1014,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601015,1,1960,1015,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601016,1,1960,1016,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601017,1,1960,1017,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601018,1,1960,1018,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601019,1,1960,1019,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601020,1,1960,1020,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601021,1,1960,1021,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601022,1,1960,1022,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601023,1,1960,1023,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601024,1,1960,1024,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601025,1,1960,1025,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601026,1,1960,1026,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601027,1,1960,1027,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601028,1,1960,1028,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601029,1,1960,1029,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601030,1,1960,1030,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601031,1,1960,1031,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601032,1,1960,1032,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601033,1,1960,1033,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601034,1,1960,1034,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601035,1,1960,1035,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601036,1,1960,1036,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601037,1,1960,1037,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601038,1,1960,1038,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601039,1,1960,1039,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601040,1,1960,1040,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601041,1,1960,1041,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601042,1,1960,1042,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601043,1,1960,1043,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601044,1,1960,1044,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601045,1,1960,1045,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601046,1,1960,1046,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601047,1,1960,1047,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601048,1,1960,1048,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601049,1,1960,1049,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601050,1,1960,1050,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601051,1,1960,1051,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601052,1,1960,1052,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601053,1,1960,1053,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601054,1,1960,1054,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601055,1,1960,1055,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601056,1,1960,1056,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601057,1,1960,1057,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601058,1,1960,1058,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601059,1,1960,1059,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601060,1,1960,1060,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601061,1,1960,1061,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601062,1,1960,1062,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601063,1,1960,1063,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601064,1,1960,1064,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601065,1,1960,1065,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601066,1,1960,1066,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601067,1,1960,1067,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601068,1,1960,1068,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601069,1,1960,1069,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601070,1,1960,1070,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601071,1,1960,1071,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601072,1,1960,1072,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601073,1,1960,1073,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601074,1,1960,1074,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601075,1,1960,1075,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601076,1,1960,1076,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601077,1,1960,1077,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601078,1,1960,1078,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601079,1,1960,1079,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601080,1,1960,1080,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601081,1,1960,1081,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601082,1,1960,1082,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601083,1,1960,1083,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601084,1,1960,1084,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601085,1,1960,1085,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601086,1,1960,1086,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601087,1,1960,1087,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601088,1,1960,1088,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601089,1,1960,1089,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601090,1,1960,1090,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601091,1,1960,1091,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601092,1,1960,1092,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601093,1,1960,1093,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601094,1,1960,1094,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601095,1,1960,1095,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601096,1,1960,1096,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601097,1,1960,1097,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601098,1,1960,1098,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601099,1,1960,1099,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601100,1,1960,1100,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601101,1,1960,1101,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601102,1,1960,1102,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601103,1,1960,1103,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601104,1,1960,1104,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601105,1,1960,1105,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601106,1,1960,1106,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601107,1,1960,1107,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601108,1,1960,1108,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601109,1,1960,1109,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601110,1,1960,1110,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601111,1,1960,1111,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601112,1,1960,1112,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601113,1,1960,1113,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601114,1,1960,1114,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601115,1,1960,1115,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601116,1,1960,1116,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601117,1,1960,1117,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601118,1,1960,1118,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601119,1,1960,1119,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601120,1,1960,1120,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601121,1,1960,1121,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
1019601122,1,1960,1122,St. Nicholas Park,1968,Expired,2008,1996,Commercial/ Utility and Emergency Vehicle Easement,,HPD,
